Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2021-2022 FTE,2022-2023 FTE,2022-2023 Approved,2022-2023 Adopted,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
1.0,1002310001000000 - BD OF ED,100-2310-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,51.26
1.0,1002310001000000 - BD OF ED,100-2310-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,4970.52
1.0,1002310001000000 - BD OF ED,100-2310-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,5503.6
1.0,1002310001000000 - BD OF ED,100-2310-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,5300.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,5400.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,305.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,70.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,1000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,1000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,3278.06
1.0,1002310001000000 - BD OF ED,100-2310-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,232.35
1.0,1002310001000000 - BD OF ED,100-2310-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,1500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,1500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,1615.79
1.0,1002310001000000 - BD OF ED,100-2310-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,1206.48
1.0,1002310001000000 - BD OF ED,100-2310-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,1500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,1500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,73.4
1.0,1002310001000000 - BD OF ED,100-2310-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,381.0,AUDIT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,32970.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,381.0,AUDIT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,34605.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,381.0,AUDIT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,35000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,381.0,AUDIT SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,35000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,382.0,LEGAL SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,8268.33
1.0,1002310001000000 - BD OF ED,100-2310-001-000,382.0,LEGAL SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,9226.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,382.0,LEGAL SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,15300.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,382.0,LEGAL SERVICES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,15300.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,388.0,ELECTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,388.0,ELECTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,2598.99
1.0,1002310001000000 - BD OF ED,100-2310-001-000,388.0,ELECTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,5000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,388.0,ELECTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,5000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,9250.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,-1217.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,7000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,7000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,4136.38
1.0,1002310001000000 - BD OF ED,100-2310-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,30.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,3100.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,3100.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,440.0,PERIODICALS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,440.0,PERIODICALS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,440.0,PERIODICALS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,400.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,440.0,PERIODICALS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,400.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,175.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,10800.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,1000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,460.0,NONCONSUM ITEMS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,1000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,1095.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,1795.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,1500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,470.0,COMPUTER SOFTWARE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,1500.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2019-2020 Actual,2019-01-01,District Office,7615.16
1.0,1002310001000000 - BD OF ED,100-2310-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2020-2021 Actual,2020-01-01,District Office,10216.41
1.0,1002310001000000 - BD OF ED,100-2310-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2021-2022 Budget,2021-01-01,District Office,10000.0
1.0,1002310001000000 - BD OF ED,100-2310-001-000,640.0,DUES AND FEES,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002310001000000,BD OF ED,2022-2023 Proposed,2022-01-01,District Office,10000.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,113.0,ADMINISTRATORS,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,396772.32
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,113.0,ADMINISTRATORS,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,135874.19
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,113.0,ADMINISTRATORS,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,143600.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,113.0,ADMINISTRATORS,1.0,1.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,146460.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,114.0,MGR/CONFIDENTIAL,1.25,0.75,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,40539.84
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,114.0,MGR/CONFIDENTIAL,1.25,0.75,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,35563.47
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,114.0,MGR/CONFIDENTIAL,1.25,0.75,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,53800.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,114.0,MGR/CONFIDENTIAL,1.25,0.75,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,38442.75
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,44056.08
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,17670.69
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,12900.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,23463.99
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,22716.65
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,2315.04
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,3300.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,13789.24
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,22720.25
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,6953.15
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,11600.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,12638.63
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,30293.66
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,4512.35
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,16200.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,10349.46
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,20681.09
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,12731.03
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,15100.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,14514.46
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,1704.81
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,577.6
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,1100.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,1016.97
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,400.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,739.61
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,23993.34
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,32542.34
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,57800.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,37800.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,802.7
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,1067.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,2000.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,2000.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,1021.46
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,583.3
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,3500.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,340.0,TRAVEL,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,3500.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,750.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,1279.77
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,1500.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,353.0,POSTAGE,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,1500.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,241.21
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,600.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,355.0,PRINTING BINDING,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,600.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,500.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,500.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2019-2020 Actual,2019-01-01,District Office,3564.01
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2020-2021 Actual,2020-01-01,District Office,1511.98
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2021-2022 Budget,2021-01-01,District Office,17000.0
1.0,1002321001000000 - OFFICE SUPT,100-2321-001-000,410.0,CONSUMB SUP MAT,0.0,0.0,0.0,0.0,100,GENERAL FUND,1002321001000000,OFFICE SUPT,2022-2023 Proposed,2022-01-01,District Office,4000.0
